image_path,captions
Dedan_Img_dataset/IMG_6214_0_3382.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6223_0_4348.jpg,Dedan Kimathi commemmorative artwork for 10 years anniversary of when the university was awarded a charter
Dedan_Img_dataset/IMG_6236_0_3672.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6178_0_1369.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6279_0_4507.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6195_0_3943.jpg,Admat
Dedan_Img_dataset/IMG_6271_0_84.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6263_0_4294.jpg,front side of the School of business
Dedan_Img_dataset/IMG_6205_0_7253.jpg,Backside of resouce center administration block
Dedan_Img_dataset/IMG_6223_0_4348.jpg,Dedan Kimathi commemmorative artwork for 10 years anniversary of when the university was awarded a charter
Dedan_Img_dataset/IMG_6251_0_2555.jpg,Dedan Kimathi Monument sign and Gate A
Dedan_Img_dataset/IMG_6286_0_5745.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6179_0_3704.jpg,Right side of School of engineering
Dedan_Img_dataset/IMG_6300_0_5650.jpg,Medical center ground
Dedan_Img_dataset/IMG_6275_0_3213.jpg,Left side of freedom hall with 2 entrances
Dedan_Img_dataset/IMG_6201_0_2183.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6252_0_1085.jpg,Gate A
Dedan_Img_dataset/IMG_6218_0_7206.jpg,resource center
Dedan_Img_dataset/IMG_6270_0_4179.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6265_0_6739.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6222_0_8081.jpg,Front side parking bay of the Resource center
Dedan_Img_dataset/IMG_6171_0_4055.jpg,Admat
Dedan_Img_dataset/IMG_6264_0_7073.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6185_0_6931.jpg,Left side of School of engineering with parking
Dedan_Img_dataset/IMG_6200_0_6004.jpg,Frontside of Admat lab
Dedan_Img_dataset/IMG_6236_0_8864.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6214_0_6163.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6165_0_5204.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6226_0_4349.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6177_0_4314.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6219_0_7530.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6203_0_4741.jpg,Resouce Center
Dedan_Img_dataset/IMG_6255_0_9531.jpg,Gate A Exit
Dedan_Img_dataset/IMG_6249_0_3169.jpg,road that leads to School of engineering
Dedan_Img_dataset/IMG_6264_0_8591.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6260_0_3308.jpg,School of business
Dedan_Img_dataset/IMG_6250_0_8945.jpg,Dedan Kimathi Monument sign
Dedan_Img_dataset/IMG_6247_0_4970.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6288_0_5002.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6249_0_7125.jpg,road that leads to School of engineering
Dedan_Img_dataset/IMG_6298_0_6148.jpg,Medical center
Dedan_Img_dataset/IMG_6192_0_5559.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6232_0_2716.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6253_0_405.jpg,Gate A
Dedan_Img_dataset/IMG_6278_0_8624.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6228_0_1995.jpg,Heroes garden seat
Dedan_Img_dataset/IMG_6188_0_2994.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6248_0_5818.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6256_0_1599.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6199_0_7795.jpg,Admat
Dedan_Img_dataset/IMG_6244_0_3619.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6201_0_1855.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6229_0_3693.jpg,Stefani nyaatha Shrine in Heroes garden
Dedan_Img_dataset/IMG_6258_0_5123.jpg,Student mess
Dedan_Img_dataset/IMG_6201_0_5170.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6188_0_3903.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6187_0_9254.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6246_0_1440.jpg,junction at Gate A going straight leads to Resource Center
Dedan_Img_dataset/IMG_6257_0_7999.jpg,Student mess
Dedan_Img_dataset/IMG_6222_0_8725.jpg,Front side parking bay of the Resource center
Dedan_Img_dataset/IMG_6274_0_5596.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6273_0_5083.jpg,The Rearside of Freedom Hall
Dedan_Img_dataset/IMG_6202_0_3041.jpg,Generator room
Dedan_Img_dataset/IMG_6280_0_2436.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6172_0_4514.jpg,School of engineering
Dedan_Img_dataset/IMG_6282_0_1940.jpg,Freedom hall
Dedan_Img_dataset/IMG_6180_0_2172.jpg,Right side of School of Engineering
Dedan_Img_dataset/IMG_6237_0_8980.jpg,junction pathway leads gate C while the road leads to School of engineering
Dedan_Img_dataset/IMG_6297_0_1903.jpg,Medical center
Dedan_Img_dataset/IMG_6295_0_4992.jpg,Medical center
Dedan_Img_dataset/IMG_6292_0_6338.jpg,Road leading to Medical center and Staff quarters
Dedan_Img_dataset/IMG_6259_0_4482.jpg,Student mess from afar
Dedan_Img_dataset/IMG_6275_0_6807.jpg,Left side of freedom hall with 2 entrances
Dedan_Img_dataset/IMG_6170_0_6759.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6227_0_9560.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6247_0_6369.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6223_0_3144.jpg,Dedan Kimathi commemmorative artwork for 10 years anniversary of when the university was awarded a charter
Dedan_Img_dataset/IMG_6231_0_5075.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6301_0_2154.jpg,Medical center parking bay
Dedan_Img_dataset/IMG_6224_0_809.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6273_0_5849.jpg,The Rearside of Freedom Hall
Dedan_Img_dataset/IMG_6227_0_168.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6256_0_5448.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6220_0_2283.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6165_0_247.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6197_0_7771.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6166_0_2348.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6292_0_6270.jpg,Road leading to Medical center and Staff quarters
Dedan_Img_dataset/IMG_6235_0_3690.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6290_0_2698.jpg,junction left leads to medical center and staff quarters and right leads to Gate B
Dedan_Img_dataset/IMG_6221_0_2629.jpg,Resource center and it's front parking bay
Dedan_Img_dataset/IMG_6254_0_8912.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6296_0_7674.jpg,Medical center
Dedan_Img_dataset/IMG_6173_0_577.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6242_0_6741.jpg,path to football field
Dedan_Img_dataset/IMG_6264_0_1038.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6258_0_9322.jpg,Student mess
Dedan_Img_dataset/IMG_6219_0_9523.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6283_0_3684.jpg,Right side of Freedom hall
Dedan_Img_dataset/IMG_6229_0_9034.jpg,Stefani nyaatha Shrine in Heroes garden
Dedan_Img_dataset/IMG_6248_0_3305.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6174_0_671.jpg,Anterior side of School of engineering
Dedan_Img_dataset/IMG_6230_0_4851.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6281_0_3631.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6179_0_6108.jpg,Right side of School of engineering
Dedan_Img_dataset/IMG_6236_0_204.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6266_0_2221.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6178_0_3801.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6204_0_2584.jpg,School of engineering from far
Dedan_Img_dataset/IMG_6235_0_3901.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6210_0_9950.jpg,junction..left leads to rear resource center parking right leads to school of engineering and admat
Dedan_Img_dataset/IMG_6248_0_3852.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6235_0_6886.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6283_0_1483.jpg,Right side of Freedom hall
Dedan_Img_dataset/IMG_6241_0_3014.jpg,Pathway to heroes' garden
Dedan_Img_dataset/IMG_6286_0_981.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6185_0_4132.jpg,Left side of School of engineering with parking
Dedan_Img_dataset/IMG_6225_0_5056.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6267_0_1198.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6269_0_5046.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6176_0_4203.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6238_0_955.jpg,junction pathway leads to resource center while the road leads to resouce center administration block
Dedan_Img_dataset/IMG_6172_0_3061.jpg,School of engineering
Dedan_Img_dataset/IMG_6253_0_4039.jpg,Gate A
Dedan_Img_dataset/IMG_6294_0_4919.jpg,Entrance to the medical center
Dedan_Img_dataset/IMG_6288_0_5582.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6207_0_8690.jpg,Rear side of the Resource Center
Dedan_Img_dataset/IMG_6267_0_3360.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6210_0_4882.jpg,junction..left leads to rear resource center parking right leads to school of engineering and admat
Dedan_Img_dataset/IMG_6253_0_5253.jpg,Gate A
Dedan_Img_dataset/IMG_6261_0_8160.jpg,School of business tower
Dedan_Img_dataset/IMG_6189_0_8411.jpg,School of engineering satima block
Dedan_Img_dataset/IMG_6226_0_4795.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6233_0_7220.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6190_0_3795.jpg,Entrance to itohm caf� .Left side of School engineering
Dedan_Img_dataset/IMG_6183_0_5227.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6198_0_7734.jpg,Admat
Dedan_Img_dataset/IMG_6233_0_3085.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6248_0_675.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6172_0_2975.jpg,School of engineering
Dedan_Img_dataset/IMG_6173_0_9253.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6227_0_2969.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6224_0_5952.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6300_0_8746.jpg,Medical center ground
Dedan_Img_dataset/IMG_6293_0_7709.jpg,Entrance to the medical center
Dedan_Img_dataset/IMG_6194_0_2636.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6241_0_7111.jpg,Pathway to heroes' garden
Dedan_Img_dataset/IMG_6290_0_1612.jpg,junction left leads to medical center and staff quarters and right leads to Gate B
Dedan_Img_dataset/IMG_6205_0_1748.jpg,Backside of resouce center administration block
Dedan_Img_dataset/IMG_6256_0_9860.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6206_0_7900.jpg,Resouce Center rear parking bay
Dedan_Img_dataset/IMG_6193_0_4618.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6172_0_4055.jpg,School of engineering
Dedan_Img_dataset/IMG_6265_0_4108.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6244_0_9677.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6235_0_7216.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6202_0_4047.jpg,Generator room
Dedan_Img_dataset/IMG_6188_0_3067.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6224_0_4045.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6244_0_6234.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6250_0_5672.jpg,Dedan Kimathi Monument sign
Dedan_Img_dataset/IMG_6283_0_9589.jpg,Right side of Freedom hall
Dedan_Img_dataset/IMG_6203_0_4836.jpg,Resouce Center
Dedan_Img_dataset/IMG_6175_0_2870.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6198_0_1959.jpg,Admat
Dedan_Img_dataset/IMG_6297_0_5175.jpg,Medical center
Dedan_Img_dataset/IMG_6169_0_2642.jpg,Resource center administrative block from a distance
Dedan_Img_dataset/IMG_6221_0_6694.jpg,Resource center and it's front parking bay
Dedan_Img_dataset/IMG_6184_0_8773.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6201_0_6919.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6274_0_5606.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6257_0_1261.jpg,Student mess
Dedan_Img_dataset/IMG_6270_0_1151.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6209_0_3132.jpg,resource center
Dedan_Img_dataset/IMG_6290_0_4218.jpg,junction left leads to medical center and staff quarters and right leads to Gate B
Dedan_Img_dataset/IMG_6195_0_573.jpg,Admat
Dedan_Img_dataset/IMG_6194_0_9563.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6218_0_6074.jpg,resource center
Dedan_Img_dataset/IMG_6165_0_7967.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6288_0_9147.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6291_0_8088.jpg,Road that leads to gate B
Dedan_Img_dataset/IMG_6208_0_7932.jpg,Backside of Resouce center
Dedan_Img_dataset/IMG_6184_0_7643.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6196_0_988.jpg,Admat
Dedan_Img_dataset/IMG_6181_0_7726.jpg,Right side of School of engineering and has no entrance
Dedan_Img_dataset/IMG_6176_0_1027.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6177_0_6446.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6205_0_5511.jpg,Backside of resouce center administration block
Dedan_Img_dataset/IMG_6234_0_4994.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6218_0_1524.jpg,resource center
Dedan_Img_dataset/IMG_6242_0_5455.jpg,path to football field
Dedan_Img_dataset/IMG_6297_0_5941.jpg,Medical center
Dedan_Img_dataset/IMG_6186_0_9432.jpg,Left side of School of Engineering
Dedan_Img_dataset/IMG_6278_0_1022.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6296_0_7257.jpg,Medical center
Dedan_Img_dataset/IMG_6247_0_4438.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6225_0_2511.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6189_0_9321.jpg,School of engineering satima block
Dedan_Img_dataset/IMG_6183_0_874.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6259_0_5590.jpg,Student mess from afar
Dedan_Img_dataset/IMG_6295_0_8195.jpg,Medical center
Dedan_Img_dataset/IMG_6279_0_4095.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6196_0_2486.jpg,Admat
Dedan_Img_dataset/IMG_6289_0_3827.jpg,Student mess and student welfare building
Dedan_Img_dataset/IMG_6209_0_9220.jpg,resource center
Dedan_Img_dataset/IMG_6297_0_1048.jpg,Medical center
Dedan_Img_dataset/IMG_6229_0_4686.jpg,Stefani nyaatha Shrine in Heroes garden
Dedan_Img_dataset/IMG_6238_0_576.jpg,junction pathway leads to resource center while the road leads to resouce center administration block
Dedan_Img_dataset/IMG_6205_0_7510.jpg,Backside of resouce center administration block
Dedan_Img_dataset/IMG_6213_0_1460.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6236_0_9583.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6265_0_6240.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6279_0_2621.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6204_0_5828.jpg,School of engineering from far
Dedan_Img_dataset/IMG_6189_0_8198.jpg,School of engineering satima block
Dedan_Img_dataset/IMG_6169_0_3773.jpg,Resource center administrative block from a distance
Dedan_Img_dataset/IMG_6293 2_0_3624.jpg,Entrance to the medical center
Dedan_Img_dataset/IMG_6183_0_6933.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6232_0_2911.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6278_0_9725.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6191_0_9172.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6284_0_2534.jpg,Front entrance to Freedom hall
Dedan_Img_dataset/IMG_6213_0_2236.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6224_0_8055.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6195_0_563.jpg,Admat
Dedan_Img_dataset/IMG_6287_0_1543.jpg,Entrance to student welfare
Dedan_Img_dataset/IMG_6192_0_2767.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6272_0_627.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6232_0_4971.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6189_0_6995.jpg,School of engineering satima block
Dedan_Img_dataset/IMG_6213_0_5175.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6206_0_4758.jpg,Resouce Center rear parking bay
Dedan_Img_dataset/IMG_6271_0_5808.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6180_0_4534.jpg,Right side of School of Engineering
Dedan_Img_dataset/IMG_6299_0_9961.jpg,Medical center
Dedan_Img_dataset/IMG_6282_0_3192.jpg,Freedom hall
Dedan_Img_dataset/IMG_6272_0_6666.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6293_0_1022.jpg,Entrance to the medical center
Dedan_Img_dataset/IMG_6194_0_5001.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6220_0_8406.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6200_0_8209.jpg,Frontside of Admat lab
Dedan_Img_dataset/IMG_6233_0_8466.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6296_0_4639.jpg,Medical center
Dedan_Img_dataset/IMG_6171_0_892.jpg,Admat
Dedan_Img_dataset/IMG_6251_0_511.jpg,Dedan Kimathi Monument sign and Gate A
Dedan_Img_dataset/IMG_6243_0_1466.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6254_0_481.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6200_0_9705.jpg,Frontside of Admat lab
Dedan_Img_dataset/IMG_6269_0_5862.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6177_0_2380.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6276_0_1996.jpg,left side of freedom hall
Dedan_Img_dataset/IMG_6287_0_4405.jpg,Entrance to student welfare
Dedan_Img_dataset/IMG_6252_0_2347.jpg,Gate A
Dedan_Img_dataset/IMG_6301_0_3055.jpg,Medical center parking bay
Dedan_Img_dataset/IMG_6298_0_5477.jpg,Medical center
Dedan_Img_dataset/IMG_6210_0_9622.jpg,junction..left leads to rear resource center parking right leads to school of engineering and admat
Dedan_Img_dataset/IMG_6243_0_4053.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6287_0_2061.jpg,Entrance to student welfare
Dedan_Img_dataset/IMG_6253_0_2510.jpg,Gate A
Dedan_Img_dataset/IMG_6181_0_4201.jpg,Right side of School of engineering and has no entrance
Dedan_Img_dataset/IMG_6295_0_7667.jpg,Medical center
Dedan_Img_dataset/IMG_6204_0_7740.jpg,School of engineering from far
Dedan_Img_dataset/IMG_6186_0_88.jpg,Left side of School of Engineering
Dedan_Img_dataset/IMG_6244_0_6192.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6176_0_798.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6237_0_6769.jpg,junction pathway leads gate C while the road leads to School of engineering
Dedan_Img_dataset/IMG_6180_0_7016.jpg,Right side of School of Engineering
Dedan_Img_dataset/IMG_6272_0_1652.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6262_0_7661.jpg,School of business tower
Dedan_Img_dataset/IMG_6296_0_6365.jpg,Medical center
Dedan_Img_dataset/IMG_6234_0_2071.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6238_0_7303.jpg,junction pathway leads to resource center while the road leads to resouce center administration block
Dedan_Img_dataset/IMG_6190_0_8099.jpg,Entrance to itohm cafe .Left side of School engineering
Dedan_Img_dataset/IMG_6214_0_6127.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6277_0_4166.jpg,left side of freedom hall
Dedan_Img_dataset/IMG_6276_0_6319.jpg,left side of freedom hall
Dedan_Img_dataset/IMG_6297_0_2054.jpg,Medical center
Dedan_Img_dataset/IMG_6255_0_3104.jpg,Gate A Exit
Dedan_Img_dataset/IMG_6220_0_375.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6211_0_5629.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6259_0_7047.jpg,Student mess from afar
Dedan_Img_dataset/IMG_6220_0_5024.jpg,junction straight forward leads to the rear parking of the resource center left leads to the front parking and entrance of the resouce center right leads to school of business and Gate A
Dedan_Img_dataset/IMG_6217_0_121.jpg,Resouce Center side entrance
Dedan_Img_dataset/IMG_6213_0_8582.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6212_0_3901.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6203_0_243.jpg,Resouce Center
Dedan_Img_dataset/IMG_6243_0_1170.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6266_0_9939.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6277_0_7917.jpg,left side of freedom hall
Dedan_Img_dataset/IMG_6257_0_7659.jpg,Student mess
Dedan_Img_dataset/IMG_6174_0_9069.jpg,Anterior side of School of engineering
Dedan_Img_dataset/IMG_6170_0_1676.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6264_0_7340.jpg,Right side of School of business offices
Dedan_Img_dataset/IMG_6233_0_3540.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6228_0_7344.jpg,Heroes garden seat
Dedan_Img_dataset/IMG_6284_0_4530.jpg,Front entrance to Freedom hall
Dedan_Img_dataset/IMG_6280_0_674.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6175_0_1317.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6242_0_5145.jpg,path to football field
Dedan_Img_dataset/IMG_6217_0_2428.jpg,Resouce Center side entrance
Dedan_Img_dataset/IMG_6217_0_1874.jpg,Resouce Center side entrance
Dedan_Img_dataset/IMG_6174_0_8217.jpg,Anterior side of School of engineering
Dedan_Img_dataset/IMG_6200_0_8905.jpg,Frontside of Admat lab
Dedan_Img_dataset/IMG_6279_0_1199.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6187_0_891.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6232_0_3248.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6299_0_6374.jpg,Medical center
Dedan_Img_dataset/IMG_6267_0_6456.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6278_0_4845.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6237_0_5947.jpg,junction pathway leads gate C while the road leads to School of engineering
Dedan_Img_dataset/IMG_6281_0_8655.jpg,Front side of Freedom hall
Dedan_Img_dataset/IMG_6179_0_3633.jpg,Right side of School of engineering
Dedan_Img_dataset/IMG_6188_0_386.jpg,Left side of School of engineering
Dedan_Img_dataset/IMG_6172_0_8746.jpg,School of engineering
Dedan_Img_dataset/IMG_6197_0_2467.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6301_0_1431.jpg,Medical center parking bay
Dedan_Img_dataset/IMG_6245_0_4438.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6250_0_3499.jpg,Dedan Kimathi Monument sign
Dedan_Img_dataset/IMG_6173_0_1120.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6169_0_7229.jpg,Resource center administrative block from a distance
Dedan_Img_dataset/IMG_6169_0_1670.jpg,Resource center administrative block from a distance
Dedan_Img_dataset/IMG_6203_0_4276.jpg,Resouce Center
Dedan_Img_dataset/IMG_6249_0_4331.jpg,road that leads to School of engineering
Dedan_Img_dataset/IMG_6236_0_3354.jpg,junction left road leads to School of engineering while the right leads to Resource center administration block
Dedan_Img_dataset/IMG_6206_0_474.jpg,Resouce Center rear parking bay
Dedan_Img_dataset/IMG_6295_0_4647.jpg,Medical center
Dedan_Img_dataset/IMG_6171_0_5245.jpg,Admat
Dedan_Img_dataset/IMG_6217_0_3682.jpg,Resouce Center side entrance
Dedan_Img_dataset/IMG_6301_0_5483.jpg,Medical center parking bay
Dedan_Img_dataset/IMG_6230_0_2874.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6249_0_7349.jpg,road that leads to School of engineering
Dedan_Img_dataset/IMG_6208_0_6865.jpg,Backside of Resouce center
Dedan_Img_dataset/IMG_6191_0_7461.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6288_0_647.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6270_0_1319.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6174_0_1634.jpg,Anterior side of School of engineering
Dedan_Img_dataset/IMG_6212_0_8665.jpg,Entrance to lecturer's mess
Dedan_Img_dataset/IMG_6254_0_2116.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6165_0_4174.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6300_0_6870.jpg,Medical center ground
Dedan_Img_dataset/IMG_6193_0_6053.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6175_0_6876.jpg,Front side of the School of Engineering
Dedan_Img_dataset/IMG_6263_0_8177.jpg,front side of the School of business
Dedan_Img_dataset/IMG_6258_0_1470.jpg,Student mess
Dedan_Img_dataset/IMG_6296_0_393.jpg,Medical center
